date,open,high,low,close,volume,sma 5,sma 12,sma 21,sma 25,sma 33,sma 55,sma 89,sma 144,sma 233,momentum (9),stddev,-3s,-2s,+2s,+3s,RCI
2017-01-13,19174.97,19299.36,19156.93,19287.28,1600200000.0,19287.3,19287.3,19287.3,19287.3,19287.3,19287.3,19287.3,19287.3,19287.3,0.0,0.0,19287.3,19287.3,19287.3,19287.3,1000.0
2017-01-16,19219.13,19255.41,19061.27,19095.24,1469550000.0,19191.3,19191.3,19191.3,19191.3,19191.3,19191.3,19191.3,19191.3,19191.3,-192.03999999999724,135.8,18783.9,18919.7,19462.9,19598.7,993.0
2017-01-17,19038.45,19043.91,18812.86,18813.53,1710560000.0,19065.4,19065.4,19065.4,19065.4,19065.4,19065.4,19065.4,19065.4,19065.4,-473.75,238.3,18350.5,18588.8,19542.0,19780.3,972.0
2017-01-18,18753.96,18941.24,18650.33,18894.37,1818260000.0,19022.6,19022.6,19022.6,19022.6,19022.6,19022.6,19022.6,19022.6,19022.6,-392.90999999999985,212.5,18385.1,18597.6,19447.6,19660.1,937.0
2017-01-19,19082.83,19122.39,18982.13,19072.25,2254440000.0,19032.5,19032.5,19032.5,19032.5,19032.5,19032.5,19032.5,19032.5,19032.5,-215.02999999999884,185.4,18476.4,18661.7,19403.3,19588.6,888.0
2017-01-20,19059.15,19176.86,19040.2,19137.91,1791400000.0,19002.7,19050.1,19050.1,19050.1,19050.1,19050.1,19050.1,19050.1,19050.1,-149.36999999999898,171.3,18536.2,18707.5,19392.7,19564.0,853.0
2017-01-23,18938.45,19024.21,18879.68,18891.03,1777700000.0,18961.8,19027.4,19027.4,19027.4,19027.4,19027.4,19027.4,19027.4,19027.4,-396.25,167.5,18524.8,18692.3,19362.5,19530.0,734.0
2017-01-24,18817.42,18915.7,18783.16,18787.99,1866880000.0,18956.7,18997.4,18997.4,18997.4,18997.4,18997.4,18997.4,18997.4,18997.4,-499.28999999999724,176.7,18467.3,18644.0,19350.8,19527.5,538.0
2017-01-25,19091.23,19133.18,18987.45,19057.5,1934340000.0,18989.3,19004.1,19004.1,19004.1,19004.1,19004.1,19004.1,19004.1,19004.1,-229.77999999999884,166.5,18504.6,18671.1,19337.1,19503.6,385.0
2017-01-26,19260.67,19405.23,19232.46,19402.39,2300000000.0,19055.4,19043.9,19043.9,19043.9,19043.9,19043.9,19043.9,19043.9,19043.9,115.11000000000058,201.2,18440.2,18641.4,19446.4,19647.6,385.0
2017-01-27,19453.51,19486.68,19404.13,19467.4,1947160000.0,19121.3,19082.4,19082.4,19082.4,19082.4,19082.4,19082.4,19082.4,19082.4,372.15999999999985,229.7,18393.4,18623.0,19541.8,19771.4,385.0
2017-01-30,19371.28,19390.97,19295.8,19368.85,1532740000.0,19216.8,19106.3,19106.3,19106.3,19106.3,19106.3,19106.3,19106.3,19106.3,555.3199999999997,234.1,18404.1,18638.2,19574.4,19808.5,364.0
2017-01-31,19145.35,19199.75,19041.34,19041.34,1997460000.0,19267.5,19085.8,19101.3,19101.3,19101.3,19101.3,19101.3,19101.3,19101.3,146.97000000000116,224.8,18426.8,18651.6,19551.0,19775.8,364.0
2017-02-01,18926.97,19155.79,18916.18,19148.08,2032170000.0,19285.6,19090.2,19104.7,19104.7,19104.7,19104.7,19104.7,19104.7,19104.7,75.83000000000175,216.4,18455.6,18672.0,19537.4,19753.8,545.0
2017-02-02,19152.79,19170.63,18866.8,18914.58,2128180000.0,19188.0,19098.6,19092.0,19092.0,19092.0,19092.0,19092.0,19092.0,19092.0,-223.3299999999981,214.2,18449.4,18663.6,19520.4,19734.6,301.0
2017-02-03,18996.74,19061.26,18830.89,18918.2,2116970000.0,19078.2,19100.6,19081.1,19081.1,19081.1,19081.1,19081.1,19081.1,19081.1,27.17000000000189,211.4,18446.8,18658.2,19504.0,19715.4,14.0
2017-02-06,19069.72,19075.57,18899.4,18976.71,1797660000.0,18999.8,19092.7,19075.0,19075.0,19075.0,19075.0,19075.0,19075.0,19075.0,188.71999999999753,206.3,18456.1,18662.4,19487.6,19693.9,-28.0
2017-02-07,18844.12,18970.58,18805.32,18910.78,1694480000.0,18973.7,19073.7,19065.9,19065.9,19065.9,19065.9,19065.9,19065.9,19065.9,-146.72000000000116,203.8,18454.4,18658.2,19473.6,19677.4,-42.0
2017-02-08,18951.16,19009.24,18875.57,19007.6,1641710000.0,18945.6,19083.5,19062.8,19062.8,19062.8,19062.8,19062.8,19062.8,19062.8,-394.7900000000009,198.6,18467.1,18665.7,19459.9,19658.5,-350.0
2017-02-09,18942.04,18991.23,18874.91,18907.67,1933510000.0,18944.2,19093.4,19055.0,19055.0,19055.0,19055.0,19055.0,19055.0,19055.0,-559.7300000000032,196.3,18466.0,18662.3,19447.7,19644.0,-811.0
2017-02-10,19216.74,19395.99,19193.57,19378.93,2242750000.0,19036.3,19120.2,19070.5,19070.5,19070.5,19070.5,19070.5,19070.5,19070.5,10.080000000001746,204.0,18458.5,18662.5,19478.5,19682.5,-573.0
2017-02-13,19513.78,19519.44,19418.18,19459.15,1880560000.0,19132.8,19124.9,19078.6,19088.1,19088.1,19088.1,19088.1,19088.1,19088.1,417.8100000000013,216.2,18429.9,18646.2,19511.0,19727.3,-196.0
2017-02-14,19478.86,19501.01,19232.85,19238.98,2104660000.0,19198.5,19105.9,19085.5,19094.7,19094.7,19094.7,19094.7,19094.7,19094.7,90.89999999999782,219.0,18428.4,18647.4,19523.6,19742.6,168.0
2017-02-15,19438.81,19495.62,19420.0,19437.98,2104590000.0,19284.5,19111.7,19115.2,19109.0,19109.0,19109.0,19109.0,19109.0,19109.0,523.3999999999978,222.6,18447.3,18670.0,19560.4,19783.1,483.0
2017-02-16,19431.61,19431.61,19260.24,19347.53,2027940000.0,19372.5,19137.2,19136.8,19118.5,19118.5,19118.5,19118.5,19118.5,19118.5,429.3299999999981,222.1,18470.5,18692.6,19581.0,19803.1,615.0
2017-02-17,19228.74,19275.39,19173.53,19234.62,2029290000.0,19343.7,19144.4,19144.5,19116.4,19123.0,19123.0,19123.0,19123.0,19123.0,257.90999999999985,222.6,18476.8,18699.4,19589.6,19812.2,657.0
2017-02-20,19161.33,19274.75,19115.11,19251.08,1497390000.0,19302.0,19172.4,19149.9,19122.7,19127.7,19127.7,19127.7,19127.7,19127.7,340.3000000000029,223.8,18478.6,18702.4,19597.4,19821.2,601.0
2017-02-21,19267.87,19395.35,19261.98,19381.44,1528430000.0,19330.5,19211.0,19173.3,19145.4,19136.8,19136.8,19136.8,19136.8,19136.8,373.84000000000015,221.0,18510.4,18731.4,19615.2,19836.2,573.0
2017-02-22,19419.22,19419.22,19329.28,19379.87,2174800000.0,19318.9,19244.6,19201.5,19164.8,19145.2,19145.2,19145.2,19145.2,19145.2,472.2000000000007,206.7,18581.5,18788.2,19614.8,19821.5,510.0
2017-02-23,19379.92,19379.92,19262.63,19371.46,1961060000.0,19323.7,19283.0,19216.4,19176.8,19152.7,19152.7,19152.7,19152.7,19152.7,-7.470000000001164,207.1,18595.2,18802.2,19630.6,19837.6,343.0
2017-02-24,19232.11,19381.1,19219.58,19283.54,2112830000.0,19333.5,19306.0,19210.8,19182.6,19156.9,19156.9,19156.9,19156.9,19156.9,-175.61000000000058,203.3,18600.8,18804.1,19617.5,19820.8,84.0
2017-02-27,19130.51,19178.99,18995.55,19107.47,1838330000.0,19304.8,19322.7,19193.6,19191.2,19155.4,19155.4,19155.4,19155.4,19155.4,-131.5099999999984,195.6,18606.7,18802.3,19584.9,19780.5,-378.0
2017-02-28,19194.68,19267.99,19118.99,19118.99,1984000000.0,19252.3,19301.0,19181.7,19204.5,19154.3,19154.3,19154.3,19154.3,19154.3,-318.98999999999796,192.0,18605.7,18797.7,19565.7,19757.7,-503.0
2017-03-01,19226.94,19414.55,19164.62,19393.54,1993640000.0,19255.0,19295.5,19198.5,19217.9,19157.5,19161.3,19161.3,19161.3,19161.3,46.01000000000204,194.5,18615.0,18809.5,19587.5,19782.0,-112.0
2017-03-02,19624.82,19668.01,19564.8,19564.8,2210380000.0,19293.7,19322.7,19218.3,19224.4,19171.7,19172.9,19172.9,19172.9,19172.9,330.1800000000003,209.8,18589.0,18798.8,19637.8,19847.6,42.0
2017-03-03,19551.34,19587.79,19392.75,19469.17,1717450000.0,19330.8,19325.3,19244.7,19224.5,19191.6,19181.1,19181.1,19181.1,19181.1,218.0899999999965,204.5,18631.3,18835.8,19653.6,19858.1,420.0
2017-03-06,19409.18,19411.54,19340.32,19379.14,1408970000.0,19385.1,19327.9,19266.7,19224.9,19206.3,19186.4,19186.4,19186.4,19186.4,-2.2999999999992724,192.0,18690.7,18882.7,19650.7,19842.7,427.0
2017-03-07,19337.19,19375.09,19317.1,19344.15,1575960000.0,19430.2,19337.1,19284.2,19237.0,19214.5,19190.6,19190.6,19190.6,19190.6,-35.719999999997526,180.7,18742.2,18922.9,19645.5,19826.2,259.0
2017-03-08,19308.53,19326.4,19198.78,19254.03,1626030000.0,19402.3,19337.3,19300.5,19241.3,19218.1,19192.2,19192.2,19192.2,19192.2,-117.43000000000029,159.5,18822.1,18981.5,19619.5,19778.9,-35.0
2017-03-09,19343.06,19350.2,19262.98,19318.58,1595020000.0,19353.0,19332.1,19315.3,19257.4,19231.0,19195.4,19195.4,19195.4,19195.4,35.04000000000087,144.7,18881.3,19026.0,19604.6,19749.3,-7.0
2017-03-10,19444.71,19623.72,19427.81,19604.61,2267160000.0,19380.1,19350.8,19348.5,19284.9,19255.8,19205.4,19205.4,19205.4,19205.4,497.1399999999994,125.1,18973.2,19098.3,19598.7,19723.8,329.0
2017-03-13,19545.74,19656.48,19531.51,19633.75,1471800000.0,19431.0,19372.6,19360.7,19311.2,19273.2,19215.6,19215.6,19215.6,19215.6,514.7599999999984,139.7,18941.6,19081.3,19640.1,19779.8,559.0
2017-03-14,19634.29,19637.55,19599.62,19609.5,1758240000.0,19484.1,19399.8,19367.8,19339.1,19279.5,19224.7,19224.7,19224.7,19224.7,215.95999999999913,148.6,18922.1,19070.7,19664.9,19813.5,629.0
2017-03-15,19528.75,19581.53,19503.74,19577.38,1650200000.0,19548.8,19439.0,19383.9,19361.9,19282.8,19232.7,19232.7,19232.7,19232.7,12.580000000001746,152.2,18927.3,19079.5,19688.3,19840.5,587.0
2017-03-16,19458.7,19618.99,19454.17,19590.14,1796510000.0,19603.1,19478.2,19391.2,19389.2,19289.5,19240.7,19240.7,19240.7,19240.7,120.97000000000116,158.4,18916.0,19074.4,19708.0,19866.4,524.0
2017-03-17,19510.89,19547.51,19487.92,19521.59,2013610000.0,19586.5,19488.9,19399.5,19394.9,19304.1,19246.8,19246.8,19246.8,19246.8,142.45000000000073,160.5,18917.9,19078.4,19720.6,19881.1,469.0
2017-03-21,19416.55,19485.14,19337.22,19455.88,1597180000.0,19550.9,19479.8,19410.0,19394.8,19313.4,19251.2,19251.2,19251.2,19251.2,111.72999999999956,156.4,18940.8,19097.2,19722.8,19879.2,427.0
2017-03-22,19146.62,19183.27,19026.53,19041.38,2055530000.0,19437.3,19444.2,19400.0,19386.9,19317.3,19246.9,19246.9,19246.9,19246.9,-212.64999999999782,172.9,18881.4,19054.3,19745.7,19918.6,112.0
2017-03-23,19048.84,19105.11,18973.75,19085.31,1759630000.0,19338.9,19419.7,19385.9,19372.8,19322.3,19243.6,19243.6,19243.6,19243.6,-233.27000000000044,186.0,18827.8,19013.8,19758.0,19944.0,-224.0
2017-03-24,19066.35,19296.05,19060.64,19262.53,1821740000.0,19273.3,19412.9,19380.3,19369.4,19331.0,19243.9,19243.9,19243.9,19243.9,-342.08000000000175,188.0,18816.4,19004.3,19756.3,19944.2,-420.0
2017-03-27,19071.19,19086.89,18932.09,18985.59,1762930000.0,19166.1,19390.5,19362.0,19359.4,19333.3,19238.9,19238.9,19238.9,19238.9,-648.1599999999999,206.8,18741.6,18948.4,19775.6,19982.4,-748.0
2017-03-28,19159.07,19203.64,19113.44,19202.87,1900130000.0,19115.5,19380.9,19358.1,19357.5,19339.2,19238.2,19238.2,19238.2,19238.2,-406.630000000001,209.1,18730.9,18940.0,19776.2,19985.3,-888.0
2017-03-29,19216.78,19251.3,19164.61,19217.48,1751400000.0,19150.8,19348.6,19363.4,19350.9,19348.6,19237.8,19237.8,19237.8,19237.8,-359.90000000000146,203.8,18752.0,18955.8,19771.0,19974.8,-825.0
2017-03-30,19150.82,19218.08,19043.48,19063.22,1849410000.0,19146.3,19301.1,19360.7,19338.2,19339.0,19234.6,19234.6,19234.6,19234.6,-526.9199999999983,207.5,18738.3,18945.8,19775.6,19983.1,-762.0
2017-03-31,19170.42,19210.92,18909.26,18909.26,2222230000.0,19075.7,19242.7,19337.6,19319.8,19322.3,19228.6,19228.6,19228.6,19228.6,-612.3300000000017,229.4,18649.4,18878.8,19796.4,20025.8,-762.0
2017-04-03,18988.0,19068.62,18920.52,18983.23,2015020000.0,19075.2,19193.2,19309.9,19307.7,19314.6,19223.1,19224.3,19224.3,19224.3,-472.65000000000146,235.6,18603.1,18838.7,19781.1,20016.7,-762.0
2017-04-04,18933.82,18947.33,18703.63,18810.25,2260500000.0,18996.7,19128.2,19278.6,19295.9,19295.6,19217.9,19217.0,19217.0,19217.0,-231.13000000000102,256.3,18509.7,18766.0,19791.2,20047.5,-762.0
2017-04-05,18900.7,18941.94,18773.94,18861.27,1892160000.0,18925.4,19073.2,19253.9,19285.5,19280.8,19218.8,19210.9,19210.9,19210.9,-224.04000000000087,270.7,18441.9,18712.6,19795.2,20065.9,-755.0
2017-04-06,18754.37,18797.44,18532.65,18597.06,2068300000.0,18832.2,19001.6,19218.3,19253.7,19261.5,19213.4,19200.5,19200.5,19200.5,-665.4699999999975,305.1,18303.0,18608.1,19828.5,20133.6,-755.0
2017-04-07,18714.98,18785.73,18517.43,18664.63,2401450000.0,18783.3,18970.2,19190.3,19217.7,19243.7,19206.0,19191.5,19191.5,19191.5,-320.9599999999991,327.9,18206.5,18534.5,19846.1,20174.1,-874.0
2017-04-10,18800.22,18850.8,18762.7,18797.88,1732340000.0,18746.2,18946.3,19165.5,19190.8,19226.0,19199.8,19185.1,19185.1,19185.1,-404.98999999999796,337.3,18153.6,18490.9,19840.1,20177.4,-909.0
2017-04-11,18717.55,18767.7,18661.86,18747.87,1691170000.0,18733.7,18903.4,19124.7,19165.6,19206.9,19197.2,19178.0,19178.0,19178.0,-469.6100000000006,333.3,18124.8,18458.1,19791.3,20124.6,-874.0
2017-04-12,18592.1,18602.5,18460.59,18552.61,1924070000.0,18672.0,18867.3,19073.2,19133.9,19182.1,19192.9,19168.1,19168.1,19168.1,-510.6100000000006,334.2,18070.5,18404.7,19741.7,20075.9,-916.0
2017-04-13,18391.72,18455.25,18304.72,18426.84,1958680000.0,18638.0,18802.6,19016.9,19100.8,19156.1,19181.5,19156.5,19156.5,19156.5,-482.41999999999825,339.0,18000.0,18339.0,19694.8,20033.8,-923.0
2017-04-14,18531.91,18531.91,18285.73,18335.63,1838850000.0,18572.2,18729.1,18957.7,19061.5,19132.7,19162.1,19143.9,19143.9,19143.9,-647.5999999999985,344.5,17924.1,18268.6,19646.8,19991.3,-923.0
2017-04-17,18239.84,18361.44,18224.68,18355.26,1454290000.0,18483.6,18670.1,18898.9,19011.5,19109.6,19141.8,19131.9,19131.9,19131.9,-454.9900000000016,336.5,17889.4,18225.9,19571.9,19908.4,-916.0
2017-04-18,18497.38,18547.46,18362.73,18418.59,1575220000.0,18417.8,18629.3,18846.4,18962.9,19080.0,19124.6,19121.3,19121.3,19121.3,-442.6800000000003,320.1,17886.0,18206.1,19486.7,19806.8,-902.0
2017-04-19,18327.33,18467.73,18327.33,18432.2,1952910000.0,18393.7,18583.3,18797.7,18915.8,19045.7,19113.5,19111.2,19111.2,19111.2,-164.86000000000058,300.0,17897.7,18197.7,19397.7,19697.7,-832.0
2017-04-20,18446.39,18523.4,18420.82,18430.49,1841060000.0,18394.4,18551.7,18768.6,18870.0,19014.2,19100.4,19101.3,19101.3,19101.3,-234.13999999999942,304.8,17854.3,18159.1,19378.1,19682.9,-741.0
2017-04-21,18591.82,18648.28,18542.42,18620.75,1862440000.0,18451.5,18531.7,18746.5,18831.2,18991.3,19095.1,19094.4,19094.4,19094.4,-177.13000000000102,297.4,17854.3,18151.7,19341.3,19638.7,-469.0
2017-04-24,18890.38,18910.33,18840.13,18875.88,1921190000.0,18555.6,18554.9,18728.0,18805.4,18977.1,19094.3,19091.4,19091.4,19091.4,128.01000000000204,275.0,17903.1,18178.0,19278.0,19552.9,-126.0
2017-04-25,18872.56,19109.76,18867.19,19079.33,1948680000.0,18687.7,18589.4,18732.5,18790.3,18971.8,19096.2,19091.2,19091.2,19091.2,526.7200000000012,280.1,17892.3,18172.3,19292.7,19572.7,238.0
2017-04-26,19184.92,19289.43,19170.86,19289.43,2035530000.0,18859.2,18630.4,18736.6,18800.2,18970.9,19103.1,19093.9,19093.9,19093.9,862.5900000000001,287.9,17873.0,18160.8,19312.4,19600.2,552.0
2017-04-27,19205.59,19281.7,19199.59,19251.87,1970200000.0,19023.5,18672.4,18738.3,18806.9,18960.2,19107.5,19096.0,19096.0,19096.0,916.239999999998,290.8,17865.8,18156.6,19320.0,19610.8,797.0
2017-04-28,19240.65,19264.57,19164.68,19196.74,1996530000.0,19138.6,18726.1,18744.6,18804.2,18947.0,19112.8,19097.4,19097.4,19097.4,841.4800000000032,299.6,17845.7,18145.4,19343.8,19643.5,923.0
2017-05-01,19154.03,19311.21,19144.62,19310.52,1760860000.0,19225.6,18799.7,18763.7,18817.2,18937.9,19111.5,19100.2,19100.2,19100.2,891.9300000000003,322.6,17796.0,18118.6,19408.8,19731.4,965.0
2017-05-02,19335.72,19464.3,19335.02,19445.7,1862940000.0,19298.9,18892.2,18785.8,18827.0,18933.9,19111.3,19104.7,19104.7,19104.7,1013.5,352.7,17727.8,18080.4,19491.2,19843.8,965.0
2017-05-08,19709.01,19929.48,19705.13,19895.7,2408080000.0,19420.1,19020.6,18837.4,18854.1,18943.2,19123.2,19114.8,19114.8,19114.8,1465.2099999999991,428.0,17553.5,17981.5,19693.3,20121.3,965.0
2017-05-09,19915.64,19917.45,19838.71,19843.0,1990900000.0,19538.3,19139.3,18884.2,18885.3,18952.9,19130.6,19124.0,19124.0,19124.0,1222.25,481.0,17441.1,17922.2,19846.2,20327.3,958.0
2017-05-10,19890.56,19938.53,19866.3,19900.09,2169890000.0,19679.0,19261.6,18946.2,18924.9,18966.4,19140.6,19133.7,19133.7,19133.7,1024.2099999999991,524.2,17373.5,17897.7,19994.7,20518.9,965.0
2017-05-11,19943.95,19989.94,19906.35,19961.55,2292020000.0,19809.2,19389.2,19008.0,18964.0,18994.3,19153.9,19144.0,19144.0,19144.0,882.2199999999975,564.3,17315.2,17879.5,20136.5,20700.8,965.0
2017-05-12,19941.64,19941.64,19809.91,19883.9,2248620000.0,19896.8,19494.5,19059.7,19007.0,19018.5,19165.4,19153.0,19153.0,19153.0,594.4700000000012,593.1,17280.5,17873.6,20245.8,20838.9,916.0
2017-05-15,19753.46,19869.85,19740.63,19869.85,2155770000.0,19891.7,19577.3,19113.1,19047.3,19036.9,19174.2,19161.6,19161.6,19161.6,617.9799999999996,613.8,17271.8,17885.6,20340.6,20954.4,839.0
2017-05-16,19953.06,19998.49,19862.41,19919.82,2174250000.0,19907.0,19647.3,19178.2,19100.2,19065.2,19184.1,19170.6,19170.6,19170.6,723.0799999999981,623.8,17306.9,17930.7,20425.7,21049.5,818.0
2017-05-17,19806.78,19842.78,19764.63,19814.88,1964470000.0,19890.0,19691.1,19244.3,19146.3,19083.7,19192.1,19178.2,19178.2,19178.2,504.3600000000006,613.6,17403.5,18017.1,20471.5,21085.1,643.0
2017-05-18,19556.99,19601.53,19449.73,19553.86,2184630000.0,19808.5,19716.3,19302.4,19176.5,19093.9,19197.0,19182.6,19182.6,19182.6,108.15999999999985,580.1,17562.2,18142.3,20462.5,21042.6,399.0
2017-05-19,19591.41,19628.64,19497.29,19590.76,1908630000.0,19749.8,19749.1,19361.2,19210.2,19109.9,19205.8,19187.3,19187.3,19187.3,-304.9400000000023,540.5,17739.6,18280.2,20442.2,20982.8,91.0
2017-05-22,19670.48,19722.93,19618.73,19678.28,1467410000.0,19711.5,19779.8,19421.2,19255.2,19133.2,19216.0,19192.9,19192.9,19192.9,-164.72000000000116,499.0,17924.3,18423.2,20419.2,20918.1,-273.0
2017-05-23,19647.74,19693.02,19585.54,19613.28,1543760000.0,19650.2,19793.7,19477.4,19302.7,19152.3,19220.0,19197.6,19197.6,19197.6,-286.8100000000013,445.7,18140.4,18586.1,20368.7,20814.4,-699.0
2017-05-24,19777.56,19782.81,19690.1,19742.98,1728230000.0,19635.8,19781.0,19539.9,19359.0,19180.6,19223.2,19202.7,19203.6,19203.6,-218.5699999999997,378.5,18404.5,18783.0,20296.8,20675.3,-706.0
2017-05-25,19737.21,19850.93,19720.12,19813.13,1677270000.0,19687.7,19778.5,19596.7,19417.3,19209.4,19229.5,19210.8,19210.3,19210.3,-70.77000000000044,318.3,18641.7,18960.1,20233.3,20551.7,-706.0
2017-05-26,19798.49,19801.59,19686.49,19686.84,1563610000.0,19706.9,19760.8,19635.3,19468.0,19242.4,19235.1,19220.6,19215.5,19215.5,-183.0099999999984,272.4,18818.2,19090.5,20180.1,20452.4,-615.0
2017-05-29,19697.18,19736.62,19627.19,19682.57,1274530000.0,19707.8,19737.5,19664.0,19518.0,19273.3,19241.2,19229.4,19220.5,19220.5,-237.25,240.8,18941.6,19182.4,20145.6,20386.4,-462.0
2017-05-30,19681.11,19691.44,19570.13,19677.85,1326030000.0,19720.7,19720.3,19682.5,19567.9,19299.9,19248.9,19236.2,19225.4,19225.4,-137.03000000000247,225.0,19007.6,19232.5,20132.5,20357.4,-336.0
2017-05-31,19630.33,19673.51,19589.25,19650.57,2018980000.0,19702.2,19702.1,19701.5,19609.1,19327.3,19255.0,19242.0,19229.9,19229.9,96.70999999999913,202.5,19093.9,19296.5,20106.5,20309.1,-182.0
2017-06-01,19692.16,19887.66,19686.32,19860.03,1738300000.0,19711.6,19697.1,19733.1,19648.5,19366.9,19259.6,19252.9,19236.4,19236.4,269.27000000000044,168.8,19226.8,19395.6,20070.6,20239.4,280.0
2017-06-02,19970.23,20239.81,19967.0,20177.28,2315120000.0,19809.7,19727.3,19774.4,19692.4,19420.0,19269.5,19268.5,19246.1,19246.1,499.0,166.2,19275.7,19441.9,20106.9,20273.1,664.0
2017-06-05,20135.42,20224.54,20104.13,20170.82,1648110000.0,19907.3,19778.7,19808.9,19727.7,19475.6,19279.7,19281.0,19255.6,19255.6,557.5400000000009,169.8,19299.5,19469.3,20148.5,20318.3,657.0
2017-06-06,20122.26,20152.95,19948.02,19979.9,1704820000.0,19967.7,19811.1,19812.9,19756.8,19524.8,19287.0,19287.5,19262.9,19262.9,236.9200000000019,172.9,19294.1,19467.0,20158.8,20331.7,636.0
