code,date,open,high,low,close,volume
0010,2017/08/09,1630.15,1632.19,1610.46,1617.9,2066310000.0
0010,2017/08/10,1619.64,1623.75,1612.54,1617.25,1964130000.0
0010,2017/08/14,1602.18,1607.33,1596.4,1599.06,1959110000.0
0010,2017/08/15,1611.94,1622.26,1609.83,1616.21,1650800000.0
0010,2017/08/16,1616.03,1619.47,1614.0,1616.0,1435390000.0
0010,2017/08/17,1614.62,1618.41,1612.48,1614.82,1436190000.0
0010,2017/08/18,1595.85,1600.6,1592.23,1597.36,1671730000.0
0010,2017/08/21,1601.02,1601.02,1592.28,1595.19,1406900000.0
0010,2017/08/22,1594.34,1600.24,1593.31,1596.12,1314910000.0
0010,2017/08/23,1610.79,1611.06,1598.44,1600.05,1453320000.0
0010,2017/08/24,1595.89,1601.17,1592.2,1592.2,1442220000.0
0010,2017/08/25,1596.04,1600.89,1593.09,1596.99,1343610000.0
0010,2017/08/28,1600.7,1603.78,1595.03,1600.12,1344920000.0
0010,2017/08/29,1589.29,1598.85,1589.05,1597.76,1387000000.0
0010,2017/08/30,1606.15,1611.66,1601.14,1607.65,1705300000.0
0010,2017/08/31,1614.63,1620.54,1613.73,1617.41,1770350000.0
0010,2017/09/01,1624.37,1624.37,1612.8,1619.59,1630440000.0
0010,2017/09/04,1613.59,1616.04,1600.96,1603.55,1595790000.0
0010,2017/09/05,1605.11,1605.39,1588.94,1590.71,1640260000.0
0010,2017/09/06,1580.77,1593.7,1578.66,1592.0,1665530000.0
0010,2017/09/07,1598.59,1605.83,1594.86,1598.24,1526480000.0
0010,2017/09/08,1593.61,1599.27,1590.33,1593.54,1860420000.0
0010,2017/09/11,1607.69,1618.03,1606.98,1612.26,1498640000.0
0010,2017/09/12,1626.87,1630.18,1624.6,1627.45,1654760000.0
0010,2017/09/13,1636.23,1639.54,1634.58,1637.33,1605110000.0
0010,2017/09/14,1637.54,1642.56,1631.05,1632.13,1662500000.0
0010,2017/09/15,1629.12,1640.95,1628.86,1638.94,1986440000.0
0010,2017/09/19,1655.89,1669.04,1654.96,1667.88,2044590000.0
0010,2017/09/20,1665.84,1671.5,1665.12,1667.92,1756570000.0
0010,2017/09/21,1678.15,1679.83,1668.34,1668.74,1973910000.0
0010,2017/09/22,1672.61,1673.99,1660.0,1664.61,1693710000.0
0010,2017/09/25,1674.33,1676.22,1670.37,1672.82,1529920000.0
0010,2017/09/26,1670.07,1674.54,1669.34,1672.74,1780310000.0
0010,2017/09/27,1664.35,1665.19,1658.9,1664.43,1202270000.0
0010,2017/09/28,1675.27,1676.92,1668.19,1676.17,1603580000.0
0010,2017/09/29,1672.31,1675.27,1668.52,1674.75,1731360000.0
0010,2017/10/02,1677.77,1678.24,1671.05,1673.62,1355840000.0
0010,2017/10/03,1680.27,1685.1,1676.13,1684.46,1450940000.0
0010,2017/10/04,1687.41,1688.97,1681.53,1684.56,1660050000.0
0010,2017/10/05,1685.96,1687.22,1680.95,1682.49,1378350000.0
0010,2017/10/06,1688.14,1690.7,1684.21,1687.16,1459790000.0
0010,2017/10/10,1684.66,1695.14,1683.93,1695.14,1485200000.0
0010,2017/10/11,1693.62,1697.33,1691.11,1696.81,1531580000.0
0010,2017/10/12,1703.15,1703.67,1698.69,1700.13,1536270000.0
0010,2017/10/13,1697.93,1713.65,1695.06,1708.62,1847950000.0
0010,2017/10/16,1713.33,1724.2,1711.37,1719.18,1801250000.0
0010,2017/10/17,1727.09,1728.97,1717.18,1723.37,1593640000.0
0010,2017/10/18,1724.81,1726.44,1720.75,1724.64,1357760000.0
0010,2017/10/19,1730.32,1733.77,1725.96,1730.04,1520380000.0
0010,2017/10/20,1724.47,1732.51,1723.15,1730.64,1522220000.0
0010,2017/10/23,1747.73,1748.01,1741.78,1745.25,1582070000.0
0010,2017/10/24,1743.99,1756.92,1743.33,1756.92,1571560000.0
0010,2017/10/25,1763.88,1764.8,1746.85,1751.43,1968430000.0
0010,2017/10/26,1750.01,1756.34,1748.28,1753.9,1590080000.0
0010,2017/10/27,1763.74,1771.65,1758.25,1771.05,1991180000.0
0010,2017/10/30,1770.94,1772.59,1761.86,1770.84,2371580000.0
0010,2017/10/31,1763.45,1768.25,1758.81,1765.96,1888010000.0
0010,2017/11/01,1775.99,1789.18,1773.98,1786.71,2056820000.0
0010,2017/11/02,1792.98,1794.38,1783.45,1794.08,1868480000.0
0010,2017/11/06,1798.02,1799.62,1784.36,1792.66,1938160000.0
0010,2017/11/07,1790.54,1813.29,1789.57,1813.29,1896650000.0
0010,2017/11/08,1809.07,1817.75,1804.18,1817.6,1868220000.0
0010,2017/11/09,1822.93,1844.05,1791.12,1813.11,2747750000.0
0010,2017/11/10,1790.39,1803.98,1789.7,1800.44,1890460000.0
0010,2017/11/13,1798.04,1798.04,1783.49,1783.49,1565730000.0
0010,2017/11/14,1781.61,1786.84,1776.08,1778.87,1735790000.0
0010,2017/11/15,1768.58,1768.58,1740.25,1744.01,2159180000.0
0010,2017/11/16,1738.26,1768.98,1737.72,1761.71,1774160000.0
0010,2017/11/17,1778.11,1782.23,1758.61,1763.76,1980210000.0
0010,2017/11/20,1756.38,1763.78,1753.88,1759.65,1454660000.0
0010,2017/11/21,1771.69,1778.85,1769.17,1771.13,1528300000.0
0010,2017/11/22,1782.39,1785.19,1775.58,1777.08,1603390000.0
0010,2017/11/24,1769.41,1781.93,1767.2,1780.56,1329640000.0
0010,2017/11/27,1787.94,1788.69,1773.62,1776.73,1372340000.0
0010,2017/11/28,1775.18,1780.88,1767.11,1772.07,1482180000.0
0010,2017/11/29,1783.91,1786.65,1781.65,1786.15,1701830000.0
0010,2017/11/30,1787.37,1795.85,1779.08,1792.08,2445570000.0
0010,2017/12/01,1804.8,1807.86,1787.18,1796.53,1627100000.0
0010,2017/12/04,1801.5,1802.28,1785.79,1786.87,1394430000.0
0010,2017/12/05,1780.46,1794.09,1777.34,1790.97,1477120000.0
0010,2017/12/06,1784.79,1787.18,1761.18,1765.42,1791740000.0
0010,2017/12/07,1774.8,1787.56,1774.45,1786.25,1528330000.0
0010,2017/12/08,1781.5,1803.84,1781.5,1803.73,2005300000.0
0010,2017/12/11,1809.16,1813.34,1800.54,1813.34,1420070000.0
0010,2017/12/12,1814.34,1820.86,1810.93,1815.08,1600620000.0
0010,2017/12/13,1817.55,1818.55,1806.16,1810.84,1900540000.0
0010,2017/12/14,1808.63,1811.99,1803.05,1808.14,1666820000.0
0010,2017/12/15,1801.85,1804.45,1787.04,1793.47,1844210000.0
0010,2017/12/18,1807.5,1818.38,1806.03,1817.9,1613630000.0
0010,2017/12/19,1820.88,1822.49,1814.31,1815.18,1458990000.0
0010,2017/12/20,1815.54,1821.91,1814.19,1821.16,1661240000.0
0010,2017/12/21,1819.5,1823.39,1813.41,1822.61,1451820000.0
0010,2017/12/22,1823.47,1830.13,1823.01,1829.08,1489220000.0
0010,2017/12/25,1830.79,1832.3,1826.61,1831.93,1056440000.0
0010,2017/12/26,1831.14,1833.28,1825.93,1827.01,1094890000.0
0010,2017/12/27,1825.33,1832.24,1825.1,1829.79,981240000.0
0010,2017/12/28,1829.27,1830.59,1815.96,1819.03,997360000.0
0010,2017/12/29,1822.24,1826.17,1816.85,1817.56,889150000.0
0010,2018/01/04,1841.2,1863.82,1840.4,1863.82,1690650000.0
0010,2018/01/05,1873.82,1880.34,1869.78,1880.34,1681440000.0
0010,2018/01/09,1895.08,1895.26,1883.1,1889.29,1663410000.0
0010,2018/01/10,1888.83,1894.57,1888.3,1892.11,1592600000.0
0010,2018/01/11,1882.71,1888.09,1877.65,1888.09,1582830000.0
0010,2018/01/12,1886.48,1886.48,1872.86,1876.24,1696190000.0
0010,2018/01/15,1888.63,1892.0,1882.78,1883.9,1421700000.0
0010,2018/01/16,1883.87,1894.29,1882.21,1894.25,1318170000.0
0010,2018/01/17,1883.92,1892.12,1882.3,1890.82,1541400000.0
0010,2018/01/18,1906.39,1906.39,1874.78,1876.86,1820750000.0
0010,2018/01/19,1885.15,1890.41,1882.26,1889.74,1392340000.0
0010,2018/01/22,1890.78,1891.92,1884.63,1891.92,1342980000.0
0010,2018/01/23,1900.26,1911.31,1898.57,1911.07,1415120000.0
0010,2018/01/24,1904.83,1908.54,1898.34,1901.23,1523560000.0
0010,2018/01/25,1887.59,1893.15,1882.57,1884.56,1563330000.0
0010,2018/01/26,1889.46,1892.46,1878.89,1879.39,1534270000.0
0010,2018/01/29,1881.38,1889.11,1877.7,1880.45,1326280000.0
0010,2018/01/30,1878.73,1879.34,1853.05,1858.13,1702720000.0
0010,2018/01/31,1850.19,1859.62,1836.68,1836.71,1820730000.0
0010,2018/02/01,1849.53,1870.94,1847.01,1870.44,1816560000.0
0010,2018/02/02,1863.82,1867.88,1848.83,1864.2,1702440000.0
0010,2018/02/05,1837.56,1842.17,1821.01,1823.74,1881890000.0
0010,2018/02/06,1788.85,1790.08,1707.07,1743.41,3155710000.0
0010,2018/02/07,1775.42,1803.91,1749.58,1749.91,2336290000.0
0010,2018/02/08,1758.84,1772.38,1752.7,1765.69,1820420000.0
0010,2018/02/09,1733.02,1733.53,1708.1,1731.97,2137480000.0
0010,2018/02/13,1751.23,1751.23,1713.96,1716.78,1962390000.0
0010,2018/02/14,1719.16,1725.5,1691.65,1702.72,1842290000.0
0010,2018/02/15,1719.83,1728.12,1712.23,1719.27,1571110000.0
0010,2018/02/16,1729.17,1747.6,1725.31,1737.37,1428880000.0
0010,2018/02/19,1753.15,1775.15,1750.13,1775.15,1290800000.0
0010,2018/02/20,1767.96,1768.28,1752.75,1762.45,1236820000.0
0010,2018/02/21,1764.67,1772.31,1753.02,1761.61,1382020000.0
0010,2018/02/22,1749.85,1750.33,1737.58,1746.17,1349480000.0
0010,2018/02/23,1749.75,1761.02,1747.51,1760.53,1198000000.0
0010,2018/02/26,1774.76,1779.73,1768.81,1774.81,1242540000.0
0010,2018/02/27,1790.62,1794.92,1785.28,1790.34,1329100000.0
0010,2018/02/28,1783.88,1791.58,1768.24,1768.24,1542290000.0
0010,2018/03/01,1754.43,1754.53,1735.56,1740.2,1518480000.0
0010,2018/03/02,1711.46,1714.78,1700.65,1708.34,1601000000.0
0010,2018/03/05,1697.11,1704.94,1687.29,1694.79,1510450000.0
0010,2018/03/06,1718.97,1728.47,1714.47,1716.3,1288810000.0
0010,2018/03/07,1705.63,1722.88,1702.97,1703.96,1467440000.0
0010,2018/03/08,1720.0,1720.0,1704.96,1709.95,1225760000.0
0010,2018/03/09,1726.99,1741.16,1707.51,1715.48,1750480000.0
0010,2018/03/12,1740.67,1746.39,1733.06,1741.3,1253600000.0
0010,2018/03/13,1734.31,1751.03,1731.58,1751.03,1221520000.0
0010,2018/03/14,1738.72,1746.46,1737.81,1743.21,1156090000.0
0010,2018/03/15,1737.57,1745.7,1727.44,1743.6,1174630000.0
0010,2018/03/16,1747.27,1747.27,1733.82,1736.63,1388060000.0
0010,2018/03/19,1729.6,1735.12,1714.0,1719.97,1206630000.0
0010,2018/03/20,1708.03,1716.45,1702.4,1716.29,1181680000.0
0010,2018/03/22,1711.02,1727.86,1710.95,1727.39,1385480000.0
0010,2018/03/23,1696.34,1696.34,1661.23,1664.94,1914380000.0
0010,2018/03/26,1649.6,1671.32,1645.16,1671.32,1577280000.0
0010,2018/03/27,1687.19,1717.13,1685.65,1717.13,1643850000.0
0010,2018/03/28,1683.56,1699.69,1677.08,1699.56,1412310000.0
0010,2018/03/29,1713.31,1714.23,1688.71,1704.0,1324420000.0
0010,2018/03/30,1718.03,1721.04,1708.27,1716.3,1140750000.0
0010,2018/04/02,1716.32,1723.82,1708.78,1708.78,956730000.0
0010,2018/04/03,1690.35,1707.81,1687.0,1703.8,1311810000.0
0010,2018/04/04,1710.04,1711.88,1699.48,1706.13,1519060000.0
0010,2018/04/05,1719.81,1732.32,1711.94,1724.61,1547780000.0
0010,2018/04/06,1723.59,1732.15,1719.3,1719.3,1469380000.0
0010,2018/04/09,1716.28,1730.55,1715.55,1725.88,1390230000.0
0010,2018/04/10,1720.97,1742.4,1717.77,1731.94,1468660000.0
0010,2018/04/11,1735.73,1735.73,1725.3,1725.3,1533200000.0
0010,2018/04/12,1723.51,1725.48,1717.52,1718.52,1310620000.0
0010,2018/04/13,1728.15,1735.82,1724.93,1729.36,1527660000.0
0010,2018/04/16,1732.09,1737.57,1729.04,1736.22,1310430000.0
0010,2018/04/17,1733.38,1737.92,1726.68,1729.98,1353460000.0
0010,2018/04/18,1733.74,1751.65,1733.06,1749.67,1458610000.0
0010,2018/04/19,1756.57,1761.61,1748.93,1750.18,1577190000.0
0010,2018/04/20,1748.41,1756.79,1745.28,1751.13,1424990000.0
0010,2018/04/23,1753.16,1757.46,1749.04,1750.79,1343830000.0
0010,2018/04/24,1762.87,1770.3,1756.39,1769.75,1469940000.0
0010,2018/04/25,1758.81,1769.32,1756.45,1767.73,1423460000.0
0010,2018/04/26,1772.9,1774.28,1768.02,1772.13,1520370000.0
0010,2018/04/27,1778.56,1780.38,1771.58,1777.23,1882120000.0
0010,2018/05/01,1774.36,1775.14,1767.57,1774.18,1771670000.0
0010,2018/05/02,1776.89,1776.89,1768.18,1771.52,1446030000.0
0010,2018/05/07,1774.26,1774.29,1764.11,1773.18,1475960000.0
0010,2018/05/08,1772.37,1785.04,1772.01,1779.82,1655800000.0
0010,2018/05/09,1776.59,1778.23,1767.87,1772.91,1727430000.0
0010,2018/05/10,1777.22,1779.08,1772.0,1777.62,1542440000.0
0010,2018/05/11,1781.42,1795.55,1780.45,1794.96,1662750000.0
0010,2018/05/14,1792.95,1807.01,1791.59,1805.92,1519880000.0
0010,2018/05/15,1808.7,1812.3,1804.11,1805.15,1730460000.0
0010,2018/05/16,1799.15,1806.27,1798.58,1800.35,1626720000.0
0010,2018/05/17,1807.47,1811.93,1805.1,1808.37,1473470000.0
0010,2018/05/18,1812.91,1816.44,1808.2,1815.25,1303100000.0
0010,2018/05/21,1815.23,1819.74,1812.86,1813.75,1293590000.0
0010,2018/05/22,1813.41,1813.41,1807.73,1809.57,1279640000.0
0010,2018/05/23,1803.67,1810.84,1791.72,1797.31,1487610000.0
0010,2018/05/24,1790.77,1792.02,1771.83,1775.65,1539240000.0
0010,2018/05/25,1770.02,1775.71,1766.56,1771.7,1333170000.0
0010,2018/05/28,1771.5,1775.76,1766.23,1770.42,1064000000.0
0010,2018/05/29,1766.71,1769.07,1755.19,1761.85,1311930000.0
0010,2018/05/30,1738.54,1740.89,1731.28,1736.13,1592610000.0
0010,2018/05/31,1746.92,1750.49,1740.71,1747.45,2264140000.0
0010,2018/06/01,1742.65,1756.58,1739.85,1749.17,1605990000.0
0010,2018/06/04,1765.77,1778.23,1764.22,1774.69,1482980000.0
0010,2018/06/05,1779.56,1782.64,1770.93,1774.96,1546480000.0
0010,2018/06/06,1774.89,1780.42,1771.94,1777.59,1389760000.0
0010,2018/06/07,1786.61,1790.23,1784.56,1789.01,1434150000.0
0010,2018/06/08,1782.06,1792.43,1781.44,1781.44,1610570000.0
0010,2018/06/11,1781.46,1790.73,1778.62,1786.84,1132040000.0
0010,2018/06/12,1798.98,1801.19,1786.64,1792.82,1238090000.0
0010,2018/06/13,1794.43,1802.94,1794.39,1800.37,1198570000.0
0010,2018/06/14,1791.65,1794.4,1783.89,1783.89,1497450000.0
0010,2018/06/15,1793.52,1793.8,1785.43,1789.04,1683940000.0
0010,2018/06/18,1784.37,1784.37,1764.99,1771.43,1352880000.0
0010,2018/06/19,1763.46,1768.53,1743.92,1743.92,1494630000.0
0010,2018/06/20,1745.01,1755.03,1728.49,1752.75,1590540000.0
0010,2018/06/21,1750.69,1758.74,1747.47,1750.63,1402510000.0
0010,2018/06/22,1734.44,1745.77,1732.51,1744.83,1594040000.0
0010,2018/06/25,1747.84,1748.16,1726.12,1728.27,1196250000.0
0010,2018/06/26,1717.27,1732.82,1711.75,1731.07,1354430000.0
0010,2018/06/27,1730.48,1735.35,1723.06,1731.45,1367130000.0
0010,2018/06/28,1726.29,1728.43,1716.12,1727.0,1400400000.0
0010,2018/06/29,1729.71,1732.1,1717.88,1730.89,1288240000.0
0010,2018/07/02,1725.55,1730.03,1694.02,1695.29,1372850000.0
0010,2018/07/03,1701.2,1703.02,1681.06,1692.8,1484260000.0
0010,2018/07/04,1686.47,1698.39,1684.4,1693.25,1311230000.0
0010,2018/07/05,1690.12,1691.08,1671.95,1676.2,1396090000.0
0010,2018/07/06,1685.5,1697.6,1683.98,1691.54,1393560000.0
0010,2018/07/09,1697.06,1713.38,1695.88,1711.79,1220880000.0
0010,2018/07/10,1723.84,1731.21,1716.13,1716.13,1522120000.0
0010,2018/07/11,1703.52,1706.31,1688.36,1701.88,1366640000.0
0010,2018/07/12,1708.08,1715.48,1705.92,1709.68,1192580000.0
0010,2018/07/13,1721.01,1734.22,1717.07,1730.07,1278360000.0
0010,2018/07/17,1734.56,1753.93,1731.84,1745.05,1403730000.0
0010,2018/07/18,1759.88,1761.24,1749.35,1751.21,1146040000.0
0010,2018/07/19,1754.25,1760.35,1749.25,1749.59,1206600000.0
0010,2018/07/20,1747.48,1755.82,1735.56,1744.98,1262020000.0
0010,2018/07/23,1736.1,1748.06,1735.74,1738.7,1399610000.0
0010,2018/07/24,1749.1,1751.16,1743.5,1746.86,1246500000.0
0010,2018/07/25,1752.62,1757.47,1751.83,1753.48,1138150000.0
0010,2018/07/26,1766.91,1770.35,1761.56,1765.78,1252810000.0
0010,2018/07/27,1770.47,1775.76,1767.67,1775.76,1381330000.0
0010,2018/07/30,1770.48,1772.6,1764.1,1768.15,1450780000.0
0010,2018/07/31,1764.01,1768.76,1749.37,1753.29,1972430000.0
0010,2018/08/01,1762.92,1772.81,1756.98,1769.76,1767250000.0
0010,2018/08/02,1768.26,1774.34,1749.86,1752.09,1642420000.0
0010,2018/08/03,1755.75,1755.86,1740.93,1742.58,1399490000.0
0010,2018/08/06,1742.97,1747.43,1731.32,1732.9,1350670000.0
0010,2018/08/07,1733.22,1746.05,1731.99,1746.05,1324120000.0
0010,2018/08/08,1747.65,1756.31,1742.87,1744.71,1449820000.0
0010,2018/08/09,1739.99,1743.61,1732.24,1740.16,1310090000.0
0010,2018/08/10,1739.41,1739.41,1718.47,1720.16,1507920000.0
0010,2018/08/13,1706.72,1707.31,1681.8,1683.5,1523640000.0
0010,2018/08/14,1693.54,1711.17,1692.14,1710.95,1206240000.0
0010,2018/08/15,1713.86,1714.92,1690.92,1698.03,1244760000.0
0010,2018/08/16,1681.09,1692.52,1667.95,1687.15,1546770000.0
0010,2018/08/17,1696.59,1700.3,1692.34,1697.53,1116290000.0
0010,2018/08/20,1692.74,1697.03,1688.38,1692.15,983220000.0
0010,2018/08/21,1686.25,1693.8,1679.95,1685.42,1067530000.0
0010,2018/08/22,1686.61,1700.8,1684.14,1698.37,1121330000.0
0010,2018/08/23,1700.54,1702.71,1695.57,1698.22,1081920000.0
0010,2018/08/24,1707.08,1709.36,1701.59,1709.2,983770000.0
0010,2018/08/27,1716.8,1731.62,1715.24,1728.95,1045830000.0
0010,2018/08/28,1741.26,1744.06,1731.63,1731.63,1195950000.0
0010,2018/08/29,1732.96,1745.12,1732.95,1739.6,1126790000.0
0010,2018/08/30,1749.19,1749.72,1736.6,1739.14,1399350000.0
0010,2018/08/31,1728.13,1739.88,1726.98,1735.35,1303020000.0
0010,2018/09/03,1730.77,1731.86,1715.99,1720.31,1083030000.0
0010,2018/09/04,1721.95,1724.01,1713.54,1718.24,1062390000.0
0010,2018/09/05,1713.83,1714.51,1701.27,1704.96,1234440000.0
0010,2018/09/06,1697.16,1700.04,1690.01,1692.41,1280360000.0
0010,2018/09/07,1683.71,1686.37,1673.92,1684.31,1309610000.0
0010,2018/09/10,1680.36,1692.85,1679.88,1687.61,1116120000.0
0010,2018/09/11,1690.52,1700.33,1689.03,1698.91,1344100000.0
0010,2018/09/12,1701.17,1702.67,1683.62,1691.32,1458790000.0
0010,2018/09/13,1694.87,1716.42,1694.38,1710.02,1346750000.0
0010,2018/09/14,1721.68,1730.27,1720.7,1728.61,1732430000.0
0010,2018/09/18,1725.88,1762.8,1725.64,1759.88,1581440000.0
0010,2018/09/19,1781.86,1792.61,1779.03,1785.66,1602350000.0
0010,2018/09/20,1793.56,1793.83,1781.04,1787.6,1673420000.0
0010,2018/09/21,1798.77,1807.67,1795.31,1804.02,2078350000.0
0010,2018/09/25,1805.71,1822.44,1803.76,1822.44,1835540000.0
0010,2018/09/26,1810.65,1822.04,1808.31,1821.67,1489300000.0
0010,2018/09/27,1817.24,1825.09,1799.5,1800.11,1390560000.0
0010,2018/09/28,1817.81,1828.23,1811.48,1817.25,1557260000.0
0010,2018/10/01,1814.05,1823.72,1809.56,1817.96,1210870000.0
0010,2018/10/02,1829.49,1838.3,1821.24,1824.03,1473980000.0
0010,2018/10/03,1820.56,1824.1,1802.06,1802.73,1463690000.0
0010,2018/10/04,1818.27,1818.81,1797.87,1801.19,1590020000.0
0010,2018/10/05,1790.78,1800.31,1788.64,1792.65,1489050000.0
0010,2018/10/09,1777.96,1779.33,1757.37,1761.12,1568500000.0
0010,2018/10/10,1767.89,1774.45,1755.33,1763.86,1345060000.0
0010,2018/10/11,1729.81,1730.41,1694.76,1701.86,1952480000.0
0010,2018/10/12,1689.5,1704.97,1687.18,1702.45,1688840000.0
0010,2018/10/15,1690.73,1692.84,1675.38,1675.44,1400170000.0
0010,2018/10/16,1675.15,1688.11,1672.02,1687.91,1260210000.0
0010,2018/10/17,1708.74,1717.93,1705.03,1713.87,1290680000.0
0010,2018/10/18,1718.14,1718.88,1702.65,1704.64,1228550000.0
0010,2018/10/19,1684.15,1694.89,1676.68,1692.85,1281650000.0
0010,2018/10/22,1680.61,1700.26,1674.39,1695.31,1135060000.0
0010,2018/10/23,1681.25,1681.3,1650.01,1650.72,1405280000.0
0010,2018/10/24,1661.29,1662.25,1638.69,1652.07,1417530000.0
0010,2018/10/25,1622.03,1624.51,1597.51,1600.92,1641300000.0
0010,2018/10/26,1614.98,1615.44,1581.56,1596.01,1699000000.0
